date,close
2019-10-01,19.309999465942383
2019-10-02,18.860000610351562
2019-10-03,18.579999923706055
2019-10-04,19.209999084472656
2019-10-07,18.8700008392334
2019-10-08,18.600000381469727
2019-10-09,18.670000076293945
2019-10-10,18.420000076293945
2019-10-11,18.579999923706055
2019-10-14,18.719999313354492
2019-10-15,18.889999389648438
2019-10-16,18.889999389648438
2019-10-17,18.770000457763672
2019-10-18,18.670000076293945
2019-10-21,18.989999771118164
2019-10-22,18.770000457763672
2019-10-23,18.68000030517578
2019-10-24,19.190000534057617
2019-10-25,17.600000381469727
2019-10-28,17.540000915527344
2019-10-29,17.579999923706055
2019-10-30,17.559999465942383
2019-10-31,17.3799991607666
2019-11-01,17.329999923706055
2019-11-04,17.56999969482422
2019-11-05,17.709999084472656
2019-11-06,17.520000457763672
2019-11-07,17.559999465942383
2019-11-08,17.299999237060547
2019-11-11,17.540000915527344
2019-11-12,17.3700008392334
2019-11-13,17.3700008392334
2019-11-14,17.450000762939453
2019-11-18,17.559999465942383
2019-11-19,17.670000076293945
2019-11-21,18.06999969482422
2019-11-22,18.190000534057617
2019-11-25,18.200000762939453
2019-11-26,18.030000686645508
2019-11-27,17.959999084472656
2019-11-28,18.010000228881836
2019-11-29,18.049999237060547
2019-12-02,17.969999313354492
2019-12-03,17.8700008392334
2019-12-04,18.299999237060547
2019-12-05,18.149999618530273
2019-12-06,18.450000762939453
2019-12-09,18.440000534057617
2019-12-10,18.3700008392334
2019-12-11,18.450000762939453
2019-12-12,18.700000762939453
2019-12-13,19.010000228881836
2019-12-16,19.079999923706055
2019-12-17,18.90999984741211
2019-12-18,19.09000015258789
2019-12-19,19.170000076293945
2019-12-20,18.90999984741211
2019-12-23,18.959999084472656
2019-12-26,19.219999313354492
2019-12-27,19.15999984741211
2019-12-30,18.670000076293945
2020-01-02,19.200000762939453
2020-01-03,18.93000030517578
2020-01-06,19.020000457763672
2020-01-07,19.059999465942383
2020-01-08,18.969999313354492
2020-01-09,18.81999969482422
2020-01-10,18.889999389648438
2020-01-13,19.209999084472656
2020-01-14,19.100000381469727
2020-01-15,18.760000228881836
2020-01-16,18.700000762939453
2020-01-17,18.700000762939453
2020-01-20,18.799999237060547
2020-01-21,18.739999771118164
2020-01-22,19.049999237060547
2020-01-23,18.649999618530273
2020-01-24,18.989999771118164
2020-01-27,18.549999237060547
2020-01-28,18.799999237060547
2020-01-29,18.299999237060547
2020-01-30,18.34000015258789
2020-01-31,17.850000381469727
2020-02-03,17.59000015258789
2020-02-04,17.649999618530273
2020-02-05,17.25
2020-02-06,16.8700008392334
2020-02-07,16.920000076293945
2020-02-10,16.729999542236328
2020-02-11,16.799999237060547
2020-02-12,16.649999618530273
2020-02-13,16.270000457763672
2020-02-14,16.40999984741211
2020-02-17,16.600000381469727
2020-02-18,16.18000030517578
2020-02-19,16.1299991607666
2020-02-20,16.170000076293945
2020-02-21,16.25
2020-02-27,14.5
2020-02-28,14.539999961853027
2020-03-02,14.720000267028809
2020-03-03,14.739999771118164
2020-03-04,15.3100004196167
2020-03-05,15.229999542236328
2020-03-06,15.319999694824219
2020-03-09,14.670000076293945
2020-03-10,14.420000076293945
2020-03-11,13.75
2020-03-12,11.579999923706055
2020-03-13,12.699999809265137
2020-03-16,11.029999732971191
2020-03-17,11.6899995803833
2020-03-18,11.1899995803833
2020-03-19,11.699999809265137
2020-03-20,12.050000190734863
2020-03-23,11.510000228881836
2020-03-24,11.289999961853027
2020-03-25,11.649999618530273
2020-03-26,12.800000190734863
2020-03-27,12.489999771118164
2020-03-30,12.550000190734863
2020-03-31,11.920000076293945
2020-04-01,11.6899995803833
2020-04-02,11.989999771118164
2020-04-03,11.390000343322754
2020-04-06,11.859999656677246
2020-04-07,12.40999984741211
2020-04-08,12.3100004196167
2020-04-09,12.100000381469727
2020-04-13,12.100000381469727
2020-04-14,12.09000015258789
2020-04-15,11.90999984741211
2020-04-16,11.449999809265137
2020-04-17,11.600000381469727
2020-04-20,11.609999656677246
2020-04-22,11.619999885559082
2020-04-23,11.550000190734863
2020-04-24,11.109999656677246
2020-04-27,11.609999656677246
2020-04-28,11.699999809265137
2020-04-29,11.670000076293945
2020-04-30,11.34000015258789
2020-05-04,11.760000228881836
2020-05-05,11.9399995803833
2020-05-06,11.829999923706055
2020-05-07,11.539999961853027
2020-05-08,12.039999961853027
2020-05-11,11.9399995803833
2020-05-12,11.720000267028809
2020-05-13,11.260000228881836
2020-05-14,11.739999771118164
2020-05-15,11.640000343322754
2020-05-18,12.100000381469727
2020-05-19,11.9399995803833
2020-05-20,12.140000343322754
2020-05-21,11.880000114440918
2020-05-22,11.739999771118164
2020-05-25,12.270000457763672
2020-05-26,12.529999732971191
2020-05-27,13.380000114440918
2020-05-28,12.819999694824219
2020-05-29,12.479999542236328
2020-06-01,12.600000381469727
2020-06-02,12.970000267028809
2020-06-03,13.25
2020-06-04,13.380000114440918
2020-06-05,14.050000190734863
2020-06-08,14.600000381469727
2020-06-09,14.319999694824219
2020-06-10,13.960000038146973
2020-06-12,13.569999694824219
2020-06-15,13.430000305175781
2020-06-16,13.260000228881836
2020-06-17,13.770000457763672
2020-06-18,13.680000305175781
2020-06-19,13.84000015258789
2020-06-22,14.109999656677246
2020-06-23,13.930000305175781
2020-06-24,13.680000305175781
2020-06-25,14.180000305175781
2020-06-26,13.949999809265137
2020-06-29,14.260000228881836
2020-06-30,14.140000343322754
2020-07-01,14.359999656677246
2020-07-02,14.170000076293945
2020-07-03,14.140000343322754
2020-07-06,14.359999656677246
2020-07-07,14.449999809265137
2020-07-08,14.710000038146973
2020-07-09,14.640000343322754
2020-07-10,14.850000381469727
2020-07-13,14.0
2020-07-14,13.90999984741211
2020-07-15,14.289999961853027
2020-07-16,14.050000190734863
2020-07-17,14.15999984741211
2020-07-20,14.119999885559082
2020-07-21,14.680000305175781
2020-07-22,14.710000038146973
2020-07-23,14.399999618530273
2020-07-24,14.930000305175781
2020-07-27,15.279999732971191
2020-07-28,15.09000015258789
2020-07-29,15.149999618530273
2020-07-30,14.550000190734863
2020-07-31,13.899999618530273
2020-08-03,13.710000038146973
2020-08-04,13.399999618530273
2020-08-05,13.180000305175781
2020-08-06,13.260000228881836
2020-08-07,13.3100004196167
2020-08-10,13.239999771118164
2020-08-11,13.40999984741211
2020-08-12,13.479999542236328
2020-08-13,13.210000038146973
2020-08-14,13.260000228881836
2020-08-17,12.850000381469727
2020-08-18,13.079999923706055
2020-08-19,12.850000381469727
2020-08-20,12.880000114440918
2020-08-21,12.970000267028809
2020-08-24,12.859999656677246
2020-08-25,12.75
2020-08-26,12.699999809265137
2020-08-27,12.680000305175781
2020-08-28,12.75
2020-08-31,12.3100004196167
2020-09-01,12.649999618530273
2020-09-02,12.760000228881836
2020-09-03,12.600000381469727
2020-09-04,12.600000381469727
2020-09-08,12.350000381469727
2020-09-09,12.350000381469727
2020-09-10,12.3100004196167
2020-09-11,12.039999961853027
2020-09-14,12.569999694824219
2020-09-15,12.890000343322754
2020-09-16,12.5600004196167
2020-09-17,13.15999984741211
2020-09-18,12.789999961853027
2020-09-21,12.729999542236328
2020-09-22,12.800000190734863
2020-09-23,12.4399995803833
2020-09-24,12.670000076293945
2020-09-25,12.84000015258789
2020-09-28,12.479999542236328
2020-09-29,12.350000381469727
2020-09-30,12.539999961853027
